,etablissement,filiere_agregee,zone,statut_simplifie,region
8050,LGT Saint-Stanislas,CPGE,Province,Privé,Pays de la Loire
8051,Ecole Sup. IMS,BTS,Province,Privé,Pays de la Loire
8052,Lycée Jean-Baptiste De Baudre,BTS,Province,Public,Nouvelle-Aquitaine
8053,Lycée général et technologique Joachim Du Bellay,BTS,Province,Public,Pays de la Loire
8054,Lycée polyvalent Fernand Renaudeau - Lycée des métiers de la mode,BTS,Province,Public,Pays de la Loire
8055,Facultés libres de l'ouest UCO - Angers,Licence,Province,Privé,Pays de la Loire
8056,Lycée Claude Lehec,BTS,Province,Public,Normandie
8057,Université de Reims Champagne-Ardenne,Licence,Province,Public,Grand Est
8058,Lycée Edme Bouchardon,BTS,Province,Public,Grand Est
8059,Lycée HAUTE-FOLLIS,Autre formation,Province,Privé,Pays de la Loire
8060,Université de Lorraine - Site de Nancy,Licence,Province,Public,Grand Est
8061,Ecole Sup. Agricole Roville - Section BTS - site de Nancy,BTS,Province,Privé,Grand Est
8062,Lycée St Joseph - LaSalle Lorient,BTS,Province,Privé,Bretagne
8063,Lycée St Joseph - LaSalle Lorient,BTS,Province,Privé,Bretagne
8064,Lycée La Briquerie,BTS,Province,Public,Grand Est
8065,Lycée Julie Daubie,BTS,Province,Public,Grand Est
8066,Lycée Gustave Eiffel,BTS,Province,Public,Hauts-de-France
8067,Lycée Gustave Eiffel,BTS,Province,Public,Hauts-de-France
8068,Lycée des Flandres,BTS,Province,Public,Hauts-de-France
8069,Lycée Saint Rémi,BTS,Province,Privé,Hauts-de-France
8070,Lycée Saint Rémi,BTS,Province,Privé,Hauts-de-France
8071,Lycée Saint Martin,BTS,Province,Privé,Hauts-de-France
8072,Institut agricole de Genech,BTS,Province,Privé,Hauts-de-France
8073,Université Polytechnique Hauts-de-France,Licence,Province,Public,Hauts-de-France
8074,Université de Lille,Licence,Province,Public,Hauts-de-France
8075,Université de Lille,Licence,Province,Public,Hauts-de-France
8076,Université de Lille,Licence,Province,Public,Hauts-de-France
8077,lycée E.P.I.D.,BTS,Province,Privé,Hauts-de-France
8078,IUT Tourcoing Université de Lille,DUT,Province,Public,Hauts-de-France
8079,Lycée de L'Escaut,Autre formation,Province,Public,Hauts-de-France
8080,Lycée INTERNATIONAL MONTEBELLO,BTS,Province,Public,Hauts-de-France
8081,Lycée Jules Uhry,BTS,Province,Public,Hauts-de-France
8082,Lycée Jean Calvin,BTS,Province,Public,Hauts-de-France
8083,Institution Sevigne,BTS,Province,Privé,Hauts-de-France
8084,Lycée CHARLES DE GAULLE,BTS,Province,Public,Hauts-de-France
8085,I.U.T de l'Oise - Site de Beauvais,DUT,Province,Public,Hauts-de-France
8086,Lycée Leclerc Navarre,BTS,Province,Public,Normandie
8087,IUT GRAND OUEST NORMANDIE - Pôle d'Alençon,DUT,Province,Public,Normandie
8088,GAMBETTA CARNOT,BTS,Province,Public,Hauts-de-France
8089,Lycée Condorcet,BTS,Province,Public,Hauts-de-France
8090,Lycée Condorcet,BTS,Province,Public,Hauts-de-France
8091,Lycée Guy Mollet,BTS,Province,Public,Hauts-de-France
8092,Lycée Guy Mollet,Autre formation,Province,Public,Hauts-de-France
8093,Lycée Saint Joseph,BTS,Province,Privé,Hauts-de-France
8094,Institut Saint Eloi,BTS,Province,Privé,Hauts-de-France
8095,Université d'Artois - Site d'Arras,Licence,Province,Public,Hauts-de-France
8096,Lycée La Fayette,CPGE,Province,Public,Auvergne-Rhône-Alpes
8097,Lycée Largente,BTS,Province,Privé,Nouvelle-Aquitaine
8098,Lycée Immaculée Conception Beau-Frêne,BTS,Province,Privé,Nouvelle-Aquitaine
8099,Institut Agricole Secondaire Jean Errecart,BTS,Province,Privé,Nouvelle-Aquitaine
8100,Institut Agricole Secondaire Jean Errecart,BTS,Province,Privé,Nouvelle-Aquitaine
8101,Lycée des Métiers - Hôtelier et de Tourisme,BTS,Province,Public,Nouvelle-Aquitaine
8102,Lycée Théophile Gautier,CPGE,Province,Public,Occitanie
8103,Lycée Théophile Gautier,CPGE,Province,Public,Occitanie
8104,Lycée François Arago,BTS,Province,Public,Occitanie
8105,Université de Perpignan Via Domitia,Licence,Province,Public,Occitanie
8106,Lycée Louis Couffignal,BTS,Province,Public,Grand Est
8107,Lycée des métiers René Cassin,BTS,Province,Public,Grand Est
8108,I.U.T. d'Illkirch,DUT,Province,Public,Grand Est
8109,Ecole Commerciale Privee,BTS,Province,Privé,Grand Est
8110,Université de Strasbourg,Licence,Province,Public,Grand Est
8111,Université de Strasbourg,Licence,Province,Public,Grand Est
8112,Université de Strasbourg,Licence,Province,Public,Grand Est
8113,Lycée agricole de Rouffach,BTS,Province,Public,Grand Est
8114,Lycée Theodore Deck,BTS,Province,Public,Grand Est
8115,I.U.T. de Mulhouse,DUT,Province,Public,Grand Est
8116,Lycée La Martinière-Diderot,BTS,Province,Public,Auvergne-Rhône-Alpes
8117,Lycée Colbert,BTS,Province,Public,Auvergne-Rhône-Alpes
8118,Lycée professionnel du 1er Film,BTS,Province,Public,Auvergne-Rhône-Alpes
8119,Lycée Claude Bernard,BTS,Province,Public,Auvergne-Rhône-Alpes
8120,EPL Lyon St Genis Laval - Lycée André Paillot,BTS,Province,Public,Auvergne-Rhône-Alpes
8121,Lycée Aux Lazaristes,CPGE,Province,Privé,Auvergne-Rhône-Alpes
8122,MFREO Saint Laurent de Chamousset,BTS,Province,Privé,Auvergne-Rhône-Alpes
8123,Lycée Jacques Brel,BTS,Province,Public,Auvergne-Rhône-Alpes
8124,Lycée La Martiniere Monplaisir,BTS,Province,Public,Auvergne-Rhône-Alpes
8125,Lycée Condorcet,BTS,Province,Public,Auvergne-Rhône-Alpes
8126,Lycée Lumiere,BTS,Province,Public,Bourgogne-Franche-Comté
8127,Lycée La Prat's,BTS,Province,Public,Bourgogne-Franche-Comté
8128,Lycée polyvalent Raphaël Elizé,BTS,Province,Public,Pays de la Loire
8129,Université du Mans,Licence,Province,Public,Pays de la Loire
8130,Université du Mans,Licence,Province,Public,Pays de la Loire
8131,Lycée Saint Michel,BTS,Province,Privé,Auvergne-Rhône-Alpes
8132,Lycée Les Bressis,BTS,Province,Privé,Auvergne-Rhône-Alpes
8133,Lycée Turgot,BTS,Ile-de-France,Public,Ile-de-France
8134,Lycée Chaptal,CPGE,Ile-de-France,Public,Ile-de-France
8135,Lycée Jacques Decour,CPGE,Ile-de-France,Public,Ile-de-France
8136,Lycée Edgar Quinet,BTS,Ile-de-France,Public,Ile-de-France
8137,Esaa Duperré,CPGE,Ile-de-France,Public,Ile-de-France
8138,Lycée des Métiers Dorian,BTS,Ile-de-France,Public,Ile-de-France
8139,Lycée Pierre-Gilles de Gennes - ENCPB,BTS,Ile-de-France,Public,Ile-de-France
8140,Lycée Henri Bergson-Jacquard,BTS,Ile-de-France,Public,Ile-de-France
8141,Université Sorbonne Nouvelle Paris 3,Licence,Ile-de-France,Public,Ile-de-France
8142,"Sorbonne Université - Lettres, Arts, Langues, Sciences Humaines et Sociales",Licence,Ile-de-France,Public,Ile-de-France
8143,"Sorbonne Université - Lettres, Arts, Langues, Sciences Humaines et Sociales",Licence,Ile-de-France,Public,Ile-de-France
8144,INALCO,Licence,Ile-de-France,Public,Ile-de-France
8145,Lycée Le Rebours,BTS,Ile-de-France,Privé,Ile-de-France
8146,Lycée Le Rebours,BTS,Ile-de-France,Privé,Ile-de-France
8147,Lycée Ferdinand Buisson,BTS,Province,Public,Normandie
